,Trip ID,User ID,Age
213,726907,20858,
214,726907,428908,24.0
215,726907,148362,24.0
216,726907,74982,22.0
217,726907,11601,23.0
218,726912,332584,19.0
219,726912,592117,20.0
220,726900,369791,23.0
221,726900,168928,24.0
222,726900,25598,
223,726920,526767,25.0
224,726922,87763,21.0
225,726922,116172,23.0
226,726922,558440,18.0
227,726922,591871,48.0
228,726922,592038,21.0
229,726922,373564,19.0
230,726928,411488,23.0
231,726928,36179,22.0
232,726922,592040,24.0
233,726922,592168,23.0
234,726928,102404,24.0
235,726933,584948,22.0
236,726933,584960,22.0
237,726933,23999,
238,726928,586936,23.0
239,726933,584952,22.0
240,726933,586084,22.0
241,726933,588945,22.0
242,726933,586083,22.0
243,726933,584961,22.0
244,726924,99365,22.0
245,726934,591625,23.0
246,726927,94145,23.0
247,726927,274275,24.0
248,726927,35203,24.0
249,726924,76793,21.0
250,726924,81859,21.0
251,726924,268818,21.0
252,726945,485802,19.0
253,726943,435480,24.0
254,726945,592482,18.0
255,726945,592480,20.0
256,726943,122736,22.0
257,726943,122583,25.0
258,726943,302724,23.0
259,726931,181202,21.0
260,726960,32677,3.0
261,726966,261844,24.0
262,726966,564563,25.0
263,726966,587755,24.0
264,726967,182001,20.0
265,726967,193438,21.0
266,726967,114827,21.0
267,726966,188303,24.0
268,726967,84938,20.0
269,726967,187496,25.0
270,726966,66484,26.0
271,726966,587674,24.0
272,726966,587713,24.0
273,726966,587636,24.0
274,726967,94029,21.0
275,726966,112349,27.0
276,726966,54886,25.0
277,726965,194848,28.0
278,726963,591404,27.0
279,726963,591011,24.0
280,726963,591414,27.0
281,726963,591397,24.0
282,726963,591402,24.0
283,726975,592491,22.0
284,726974,402050,24.0
285,726974,402983,23.0
286,726974,402981,23.0
287,726974,224866,22.0
288,726974,224872,22.0
289,726980,591832,27.0
290,726980,484887,25.0
291,726980,564124,24.0
292,726980,261172,26.0
293,726980,38413,24.0
294,726980,203466,23.0
295,726982,88229,26.0
296,726982,527007,29.0
297,726982,504273,30.0
298,726982,590595,29.0
299,726982,590515,29.0
300,726982,590931,29.0
301,726983,463162,26.0
302,726984,188303,24.0
303,726984,112349,27.0
304,726984,564563,25.0
305,726984,587755,24.0
306,726984,587713,24.0
307,726984,66484,26.0
308,726984,587636,24.0
309,726984,587674,24.0
310,726984,261844,24.0
311,726984,54886,25.0
312,726986,591148,28.0
313,726986,591153,36.0
314,726986,591193,28.0
315,726986,591150,39.0
316,726986,591147,28.0
317,726986,591151,27.0
318,726986,591163,35.0
319,726986,591099,22.0
320,726986,591140,36.0
321,726986,584320,25.0
322,726986,591162,29.0
323,726991,410566,19.0
324,726991,431478,19.0
325,726994,193438,21.0
326,726994,94029,21.0
327,726994,74491,21.0
328,726994,227919,21.0
329,726994,223453,20.0
330,726994,187496,25.0
331,726994,592488,20.0
332,726995,306970,21.0
333,726996,588530,27.0
334,726993,429078,20.0
335,726993,316823,24.0
336,726993,423540,21.0
337,726993,592509,21.0
338,726993,299148,24.0
339,727000,358222,20.0
340,727000,334983,20.0
341,727001,435480,24.0
342,726998,187569,21.0
343,726998,591336,21.0
344,726998,484643,21.0
345,726998,367205,21.0
346,726998,367301,21.0
347,726998,217783,21.0
348,727005,63098,26.0
349,727018,219514,20.0
350,727018,219505,20.0
351,727018,372750,20.0
352,727018,287029,23.0
353,727020,231129,24.0
354,727003,566021,29.0
355,727003,566660,31.0
356,727003,588406,38.0
357,727003,589997,6.0
358,727015,374578,35.0
359,727017,591011,24.0
360,727017,591397,24.0
361,727017,148353,24.0
362,727017,591414,27.0
363,727017,591404,27.0
364,727017,591402,24.0
365,727025,495674,31.0
366,727029,495674,31.0
367,727041,584621,31.0
368,727041,584632,30.0
369,727041,592530,29.0
370,727041,585999,26.0
371,727041,592527,29.0
372,727042,297578,24.0
373,727042,532003,29.0
374,727042,551100,28.0
375,727042,572239,28.0
376,727042,531995,29.0
377,727043,591753,34.0
378,727043,548189,26.0
379,727043,591890,27.0
380,727043,591888,24.0
381,727043,592540,26.0
382,727043,299173,25.0
383,727042,592539,24.0
384,727042,551237,23.0
385,727043,592541,0.0
386,727043,592542,26.0
387,727042,69713,25.0
388,727042,551234,25.0
389,727042,587935,22.0
390,727042,304623,27.0
391,727042,166240,27.0
392,727045,586543,32.0
393,727045,586119,32.0
394,727045,586552,40.0
395,727045,586532,33.0
396,727045,586554,48.0
397,727045,586550,43.0
398,727049,103832,21.0
399,727049,118109,24.0
400,727049,116372,21.0
401,727049,117784,21.0
402,727049,47022,22.0
403,727049,459950,21.0
404,727049,252542,20.0
405,727049,219559,21.0
406,727049,94091,21.0
407,727049,103838,21.0
408,727049,258480,21.0
409,727048,566473,25.0
410,727050,72872,21.0
411,727050,72859,21.0
412,727050,88853,21.0
413,727051,330030,19.0
414,727050,73531,21.0
415,727051,256561,19.0
416,727050,75559,22.0
417,727051,209595,23.0
418,727051,289881,23.0
419,727050,157464,24.0
420,727051,255428,24.0
421,727051,196911,39.0
422,727051,230015,22.0
423,727050,67274,21.0
424,727051,336514,19.0
425,727051,161266,19.0
426,727051,230168,19.0
427,727051,255707,20.0
428,727050,71278,21.0
429,727051,230186,28.0
430,727050,71276,24.0
431,727050,89928,21.0
432,727050,77734,21.0
433,727050,73735,21.0
434,727050,80810,22.0
435,727054,79355,30.0
436,727057,342871,19.0
437,727057,255577,19.0
438,727057,328323,23.0
439,727057,182844,25.0
440,727057,238212,20.0
441,727057,320500,19.0
442,727057,256042,20.0
443,727057,328304,19.0
444,727059,251145,26.0
445,727059,251138,27.0
446,727059,301069,29.0
447,727059,59414,27.0
448,727059,475335,27.0
449,727059,115031,27.0
450,727059,353041,23.0
451,727066,592572,22.0
452,727066,592576,20.0
453,727066,592578,25.0
454,727067,138182,21.0
455,727066,592597,18.0
456,727066,505556,22.0
457,727066,592583,22.0
458,727069,281320,23.0
459,727069,214839,23.0
460,727069,177766,21.0
461,727069,385186,21.0
462,727069,185954,21.0
463,727068,591353,19.0
464,727068,514164,18.0
465,727069,592595,24.0
466,727068,376424,20.0
467,727069,592612,19.0
468,727069,592607,20.0
469,727068,592615,20.0
470,727069,592608,19.0
471,727068,592618,20.0
472,727068,592617,21.0
473,727068,592620,20.0
474,727068,592619,19.0
475,727068,592611,21.0
476,727069,592605,21.0
477,727069,592621,18.0
478,727070,592625,18.0
479,727070,592624,21.0
480,727070,592610,18.0
481,727070,583185,18.0
482,727070,592633,18.0
483,727070,592613,19.0
484,727071,592634,18.0
485,727071,585040,18.0
486,727071,592628,18.0
487,727071,441395,18.0
488,727071,592587,22.0
489,727071,444319,18.0
490,727073,163343,21.0
491,727071,592631,18.0
492,727073,592568,18.0
493,727073,523929,
494,727071,592623,19.0
495,727073,592636,18.0
496,727071,359850,19.0
497,727073,518341,18.0
498,727073,592646,18.0
499,727073,592648,18.0
500,727071,592640,19.0
501,727073,592651,21.0
502,727073,592649,21.0
503,727073,592653,21.0
504,727073,592654,20.0
505,727078,94150,21.0
506,727078,165609,23.0
507,727078,107936,21.0
508,727078,504013,21.0
509,727078,22237,
510,727078,256070,22.0
511,727078,187806,20.0
512,727078,72805,21.0
513,727078,155661,21.0
514,727078,385192,20.0
515,727078,331257,1.0
516,727078,65477,24.0
517,727078,107238,21.0
518,727083,83630,21.0
519,727079,91437,20.0
520,727079,192978,20.0
521,727083,188650,21.0
522,727079,78445,20.0
523,727083,61358,21.0
524,727079,117063,20.0
525,727083,73476,22.0
526,727079,166461,24.0
527,727079,185821,20.0
528,727079,187823,21.0
529,727079,197487,20.0
530,727079,184932,21.0
531,727083,72734,21.0
532,727079,184527,20.0
533,727083,75904,22.0
534,727083,81556,21.0
535,727083,181305,21.0
536,727081,189348,20.0
537,727083,71746,21.0
538,727081,183816,21.0
539,727081,189352,20.0
540,727081,203370,20.0
541,727081,199491,20.0
542,727081,183885,20.0
543,727081,120663,20.0
544,727081,329824,18.0
545,727081,323683,20.0
546,727081,183933,20.0
547,727084,329636,24.0
548,727084,185318,20.0
549,727084,211618,20.0
550,727084,258482,23.0
551,727084,210722,21.0
552,727084,194464,21.0
553,727084,209079,20.0
554,727089,551547,22.0
555,727089,562052,22.0
556,727089,561996,22.0
557,727089,115067,21.0
558,727089,551545,22.0
559,727089,592546,22.0
560,727089,274343,23.0
561,727089,592650,23.0
562,727089,114921,23.0
563,727089,592550,22.0
564,727089,592690,22.0
565,727089,547017,23.0
566,727091,57893,21.0
567,727091,299757,21.0
568,727092,338420,19.0
569,727092,366997,20.0
570,727092,367005,20.0
571,727092,263917,20.0
572,727091,232464,21.0
573,727091,423365,21.0
574,727091,79459,23.0
575,727091,152613,21.0
576,727092,592582,19.0
577,727092,293667,24.0
578,727091,592658,21.0
579,727091,592700,21.0
580,727093,566473,25.0
581,727097,76692,21.0
582,727097,119119,21.0
583,727097,44305,22.0
584,727097,85352,22.0
585,727101,47022,22.0
586,727101,592673,21.0
587,727101,219559,21.0
588,727101,117784,21.0
589,727101,459950,21.0
590,727096,75819,21.0
591,727096,74685,22.0
592,727096,73703,21.0
593,727096,98528,21.0
594,727096,73707,21.0
595,727096,74427,25.0
596,727096,74677,21.0
597,727101,118109,24.0
598,727096,71632,21.0
599,727101,103832,21.0
600,727101,258480,21.0
601,727101,116372,21.0
602,727097,78914,21.0
603,727096,74428,22.0
604,727096,76669,21.0
605,727096,72557,25.0
606,727097,73391,21.0
607,727101,103838,21.0
608,727097,73706,31.0
609,727104,113457,24.0
610,727109,66945,22.0
611,727109,73910,22.0
612,727109,72794,21.0
613,727109,78167,24.0
614,727109,184981,21.0
615,727109,81374,21.0
616,727109,87205,21.0
617,727112,65867,24.0
618,727112,496947,24.0
619,727112,93079,21.0
620,727112,71377,22.0
621,727112,73688,21.0
622,727112,73681,22.0
623,727112,69809,24.0
624,727112,48207,25.0
625,727112,65620,21.0
626,727112,46666,21.0
627,727121,441395,18.0
628,727120,592608,19.0
629,727121,163343,21.0
630,727120,592607,20.0
631,727120,107936,21.0
632,727121,583185,18.0
633,727121,592621,18.0
634,727121,592633,18.0
635,727121,514164,18.0
636,727121,592615,20.0
637,727121,591353,19.0
638,727120,592652,19.0
639,727121,592623,19.0
640,727122,72805,21.0
641,727121,592634,18.0
642,727122,592631,18.0
643,727122,444319,18.0
644,727121,585040,18.0
645,727122,592628,18.0
646,727122,138182,21.0
647,727122,592611,21.0
648,727122,73481,21.0
649,727122,592578,25.0
650,727122,592576,20.0
651,727122,592624,21.0
652,727120,359850,19.0
653,727120,523929,
654,727120,592646,18.0
655,727120,592568,18.0
656,727120,518341,18.0
657,727120,592612,19.0
658,727120,592648,18.0
659,727119,89928,21.0
660,727119,77734,21.0
661,727119,67274,21.0
662,727119,73735,21.0
663,727119,192692,22.0
664,727119,157464,24.0
665,727119,73531,21.0
666,727119,80810,22.0
667,727119,75559,22.0
668,727119,75560,21.0
669,727133,505556,22.0
670,727133,385186,21.0
671,727133,592624,21.0
672,727133,185954,21.0
673,727133,177766,21.0
674,727133,281320,23.0
675,727133,214839,23.0
676,727139,211618,20.0
677,727139,217349,20.0
678,727139,194464,21.0
679,727139,329636,24.0
680,727139,209079,20.0
681,727139,185318,20.0
682,727139,210722,21.0
683,727139,258482,23.0
684,727125,166461,24.0
685,727125,120663,20.0
686,727124,199491,20.0
687,727124,203370,20.0
688,727125,184932,21.0
689,727124,183933,20.0
690,727125,329824,18.0
691,727125,323683,20.0
692,727124,183816,21.0
693,727125,185821,20.0
694,727125,187823,21.0
695,727124,189352,20.0
696,727125,117063,20.0
697,727124,189348,20.0
698,727124,78445,20.0
699,727124,197487,20.0
700,727169,111608,21.0
701,727169,111755,20.0
702,727169,111788,20.0
703,727169,111140,21.0
704,727169,90926,20.0
705,727169,108598,21.0
706,727169,186058,20.0
707,727169,105585,21.0
708,727169,110943,20.0
709,727169,192829,21.0
710,727171,255340,19.0
711,727171,328830,19.0
712,727171,238821,19.0
713,727171,245868,19.0
714,727171,328832,19.0
715,727171,238667,19.0
716,727171,198752,22.0
717,727171,131380,24.0
718,727171,255024,19.0
719,727171,197724,23.0
720,727171,214154,23.0
721,727171,161402,20.0
722,727171,141093,19.0
723,727179,196154,23.0
724,727179,167972,24.0
725,727179,128059,22.0
726,727179,226263,19.0
727,727179,197566,19.0
728,727179,131329,19.0
729,727179,134958,19.0
730,727179,241727,20.0
731,727179,249646,19.0
732,727179,239664,25.0
733,727179,224197,23.0
734,727179,149117,21.0
735,727197,65620,21.0
736,727197,93079,21.0
737,727197,496947,24.0
738,727197,65867,24.0
739,727197,73681,22.0
740,727197,71377,22.0
741,727197,73688,21.0
742,727197,46666,21.0
743,727197,69809,24.0
744,727207,591888,24.0
745,727207,548189,26.0
746,727207,592540,26.0
747,727216,562052,22.0
748,727216,561996,22.0
749,727216,551547,22.0
750,727216,551545,22.0
751,727216,592690,22.0
752,727216,547017,23.0
753,727216,592650,23.0
754,727216,592550,22.0
755,727216,115067,21.0
756,727216,592546,22.0
757,727207,299173,25.0
758,727207,591753,34.0
759,727207,591890,27.0
760,727207,592542,26.0
761,727238,449470,19.0
762,727238,584430,18.0
763,727238,344549,19.0
764,727238,579482,21.0
765,727238,592809,18.0
766,727238,579480,18.0
767,727238,582784,18.0
768,727238,592812,18.0
769,727238,335314,24.0
770,727238,582781,18.0
771,727239,453338,19.0
772,727239,582790,18.0
773,727239,582069,18.0
774,727239,584440,21.0
775,727239,579506,22.0
776,727241,582067,19.0
777,727239,239511,24.0
778,727241,581961,18.0
779,727239,579469,18.0
780,727241,166353,25.0
781,727239,351569,18.0
782,727227,186018,20.0
783,727241,581472,18.0
784,727241,590994,18.0
785,727239,581980,19.0
786,727241,584460,18.0
787,727239,532997,18.0
788,727227,429016,19.0
789,727241,578320,18.0
790,727239,579490,18.0
791,727227,198457,21.0
792,727241,579519,18.0
793,727239,467850,18.0
794,727227,327591,20.0
795,727239,583282,18.0
796,727227,343031,23.0
797,727227,334421,19.0
798,727241,566713,18.0
799,727238,592813,18.0
800,727227,268641,19.0
801,727238,592814,18.0
802,727241,582004,18.0
803,727227,335911,20.0
804,727241,579478,19.0
805,727241,584451,18.0
806,727240,579483,18.0
807,727240,408353,19.0
808,727240,579420,19.0
809,727240,584479,18.0
810,727241,592810,18.0
811,727240,592808,18.0
812,727240,435047,19.0
813,727238,579460,21.0
814,727240,584448,19.0
815,727240,584169,21.0
816,727240,579477,18.0
817,727240,584459,21.0
818,727240,582112,22.0
819,727240,592815,18.0
820,727227,176942,20.0
821,727227,339707,19.0
822,727227,120707,22.0
823,727227,189372,20.0
824,727227,582104,19.0
825,727247,592658,21.0
826,727247,293667,24.0
827,727247,592582,19.0
828,727249,232464,21.0
829,727249,299757,21.0
830,727247,423365,21.0
831,727247,79459,23.0
832,727249,366997,20.0
833,727249,338420,19.0
834,727249,367005,20.0
835,727249,57893,21.0
836,727249,263917,20.0
837,727257,113457,24.0
838,727265,85352,22.0
839,727265,119119,21.0
840,727261,72734,21.0
841,727265,73391,21.0
842,727261,83630,21.0
843,727261,188650,21.0
844,727261,73476,22.0
845,727265,44305,22.0
846,727261,75904,22.0
847,727261,71746,21.0
848,727265,73706,31.0
849,727261,71400,3.0
850,727261,61358,21.0
851,727267,74427,25.0
852,727267,71632,21.0
853,727267,72557,25.0
854,727261,81556,21.0
855,727267,74677,21.0
856,727261,181305,21.0
857,727267,73703,21.0
858,727267,98528,21.0
859,727267,74685,22.0
860,727265,76692,21.0
861,727267,75819,21.0
862,727267,73707,21.0
863,727267,74428,22.0
864,727267,76669,21.0
865,727265,191287,22.0
866,727275,131329,19.0
867,727275,226263,19.0
868,727275,167972,24.0
869,727275,128059,22.0
870,727275,241727,20.0
871,727275,197566,19.0
872,727275,224197,23.0
873,727275,196154,23.0
874,727275,134958,19.0
875,727275,249646,19.0
876,727275,149117,21.0
877,727275,239664,25.0
878,727287,328832,19.0
879,727287,235058,20.0
880,727287,141093,19.0
881,727287,114925,24.0
882,727287,328830,19.0
883,727287,255340,19.0
884,727287,245868,19.0
885,727287,196840,19.0
886,727287,238821,19.0
887,727287,161402,20.0
888,727287,255024,19.0
889,727287,197724,23.0
890,727287,214154,23.0
891,727287,198752,22.0
892,727285,90926,20.0
893,727285,105585,21.0
894,727285,111788,20.0
895,727285,111140,21.0
896,727285,110943,20.0
897,727285,111755,20.0
898,727285,111608,21.0
899,727285,192829,21.0
900,727285,186058,20.0
901,727301,242422,19.0
902,727301,528252,18.0
903,727301,294339,23.0
904,727301,471557,18.0
905,727301,583589,19.0
906,727301,443938,22.0
907,727301,475955,18.0
908,727301,579397,19.0
909,727301,533022,18.0
910,727301,291712,19.0
911,727297,404783,22.0
912,727297,285323,18.0
913,727297,339412,18.0
914,727296,443249,19.0
915,727297,444149,19.0
916,727297,241889,19.0
917,727296,225038,25.0
918,727297,428032,19.0
919,727297,347065,19.0
920,727296,393623,24.0
921,727296,374605,18.0
922,727296,261144,25.0
923,727297,250509,18.0
924,727296,295541,19.0
925,727296,592853,19.0
926,727297,444002,18.0
927,727296,432105,18.0
928,727296,443976,19.0
929,727296,192775,24.0
930,727296,223168,22.0
931,727296,203407,22.0
932,727298,443369,0.0
933,727298,524590,20.0
934,727298,434702,18.0
935,727296,435588,23.0
936,727297,443232,
937,727298,585613,19.0
938,727297,541150,19.0
939,727298,427590,19.0
940,727297,489166,19.0
941,727304,453321,19.0
942,727304,409422,22.0
943,727304,396268,22.0
944,727304,548315,24.0
945,727304,459916,19.0
946,727304,454904,18.0
947,727304,539403,18.0
948,727304,308201,24.0
949,727304,324905,20.0
950,727304,545217,19.0
951,727304,526150,18.0
952,727303,453318,20.0
953,727303,552093,18.0
954,727303,504840,18.0
955,727303,292993,22.0
956,727303,161910,47.0
957,727303,251783,36.0
958,727303,534350,19.0
959,727303,472638,19.0
960,727303,527280,18.0
961,727303,453339,19.0
962,727303,446686,18.0
963,727305,178284,24.0
964,727305,547086,18.0
965,727305,159942,19.0
966,727305,295290,18.0
967,727305,443953,18.0
968,727305,40118,24.0
969,727305,180274,21.0
970,727305,176429,19.0
971,727305,203810,20.0
972,727305,424798,18.0
973,727305,444037,18.0
974,727305,278416,25.0
975,727305,445936,18.0
976,727313,344549,19.0
977,727313,590994,18.0
978,727313,584448,19.0
979,727313,584451,18.0
980,727313,582112,22.0
981,727314,327591,20.0
982,727313,584169,21.0
983,727314,334421,19.0
984,727313,453338,19.0
985,727313,435047,19.0
986,727313,592812,18.0
987,727314,343031,23.0
988,727313,166353,25.0
989,727313,408353,19.0
990,727313,592813,18.0
991,727313,592809,18.0
992,727313,582067,19.0
993,727316,566713,18.0
994,727316,584430,18.0
995,727314,187866,21.0
996,727316,467850,18.0
997,727314,193917,20.0
998,727316,579480,18.0
999,727314,186018,20.0
1000,727314,198457,21.0
1001,727314,429016,19.0
1002,727316,239511,24.0
1003,727316,584459,21.0
1004,727316,345455,19.0
1005,727316,581980,19.0
1006,727314,335911,20.0
1007,727316,276216,20.0
1008,727316,592810,18.0
1009,727316,578320,18.0
1010,727316,581961,18.0
1011,727316,579490,18.0
1012,727316,582104,19.0
1013,727318,592815,18.0
1014,727318,532997,18.0
1015,727318,579483,18.0
1016,727318,579420,19.0
1017,727318,579460,21.0
1018,727318,579477,18.0
1019,727318,582790,18.0
1020,727318,583282,18.0
1021,727319,519392,18.0
1022,727319,449470,19.0
1023,727319,579482,21.0
1024,727319,579506,22.0
1025,727361,111583,21.0
1026,727361,111759,20.0
1027,727361,111106,21.0
1028,727361,123713,20.0
1029,727361,91304,25.0
1030,727361,108602,20.0
1031,727361,128166,20.0
1032,727361,66811,20.0
1033,727361,112721,25.0
1034,727365,39926,35.0
1035,727365,81812,21.0
1036,727365,111641,20.0
1037,727365,53576,26.0
1038,727365,73995,24.0
1039,727365,29916,22.0
1040,727365,88409,25.0
1041,727365,39346,20.0
1042,727365,111144,25.0
1043,727365,78480,20.0
1044,727365,111794,20.0
1045,727365,115907,21.0
1046,727367,111686,21.0
1047,727367,139145,20.0
1048,727367,139583,20.0
1049,727367,120742,20.0
1050,727367,186561,20.0
1051,727367,140523,23.0
1052,727367,111800,21.0
1053,727367,149711,21.0
1054,727367,111963,20.0
1055,727372,201677,18.0
1056,727372,168445,25.0
1057,727372,321521,1.0
1058,727372,294652,24.0
1059,727372,256359,19.0
1060,727372,492174,18.0
1061,727372,246344,18.0
1062,727372,426263,24.0
1063,727372,261149,19.0
1064,727371,227573,25.0
1065,727371,196840,19.0
1066,727371,230015,22.0
1067,727371,42630,25.0
1068,727371,231887,19.0
1069,727371,239648,24.0
1070,727371,196154,23.0
1071,727371,239618,19.0
1072,727371,255158,19.0
1073,727371,230230,20.0
1074,727371,239664,25.0
1075,727412,111583,21.0
1076,727412,39320,26.0
1077,727412,108602,20.0
1078,727412,111106,21.0
1079,727412,78451,20.0
1080,727412,123713,20.0
1081,727412,112721,25.0
1082,727412,91304,25.0
1083,727412,66811,20.0
1084,727412,40124,27.0
1085,727412,111113,25.0
1086,727412,128166,20.0
1087,727412,111759,20.0
1088,727412,111785,20.0
1089,727418,330038,19.0
1090,727418,257971,20.0
1091,727418,335143,20.0
1092,727418,258193,20.0
1093,727418,257968,20.0
1094,727418,329861,19.0
1095,727418,258762,19.0
1096,727418,329863,19.0
1097,727419,513655,18.0
1098,727419,172099,25.0
1099,727419,253909,21.0
1100,727419,275151,19.0
1101,727419,583185,18.0
1102,727419,448869,19.0
1103,727419,421382,18.0
1104,727419,583606,20.0
1105,727419,367744,18.0
1106,727419,585507,18.0
1107,727419,584028,18.0
1108,727419,584032,18.0
1109,727419,589793,22.0
1110,727418,349519,19.0
1111,727418,329858,19.0
1112,727419,587269,18.0
1113,727424,316501,18.0
1114,727424,557925,18.0
1115,727424,556336,18.0
1116,727424,499574,18.0
1117,727424,442630,24.0
1118,727424,483712,18.0
1119,727425,447792,18.0
1120,727425,447916,24.0
1121,727425,331453,19.0
1122,727425,517876,18.0
1123,727425,447692,25.0
1124,727425,442868,18.0
1125,727425,449216,18.0
1126,727427,39340,27.0
1127,727427,142511,20.0
1128,727427,146495,21.0
1129,727427,82842,26.0
1130,727427,117620,24.0
1131,727427,115849,20.0
1132,727427,82837,25.0
1133,727427,115862,24.0
1134,727428,75796,24.0
1135,727428,278582,24.0
1136,727428,224407,18.0
1137,727428,60209,18.0
1138,727428,226869,22.0
1139,727428,446046,18.0
1140,727428,115990,22.0
1141,727428,132410,18.0
1142,727426,584449,18.0
1143,727426,453214,18.0
1144,727428,540767,18.0
1145,727426,283389,19.0
1146,727426,365958,18.0
1147,727426,583643,18.0
1148,727428,424765,22.0
1149,727426,491781,18.0
1150,727426,584036,18.0
1151,727426,491798,18.0
1152,727426,533937,17.0
1153,727426,181759,23.0
